,SID,Age,Sex,Knower_level,highest_count,Experiment,Language
1131,SK-K-7B-RK,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1132,SK-K-8-GP,NA,NA,NA,17,Schneider_Barner_2020,Hindi
1133,SK-M-1-MP,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1134,SK-M-10-CK,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1135,SK-M-12-DR,NA,NA,NA,16,Schneider_Barner_2020,Hindi
1136,SK-M-13-RK,NA,NA,NA,24,Schneider_Barner_2020,Hindi
1137,SK-M-14-AG,NA,NA,NA,16,Schneider_Barner_2020,Hindi
1138,SK-M-15-NK,NA,NA,NA,36,Schneider_Barner_2020,Hindi
1139,SK-M-16-KR,NA,NA,NA,35,Schneider_Barner_2020,Hindi
1140,SK-M-17-MG,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1141,SK-M-19-LK,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1142,SK-M-2-NK,NA,NA,NA,14,Schneider_Barner_2020,Hindi
1143,SK-M-22-AP,NA,NA,NA,50,Schneider_Barner_2020,Hindi
1144,SK-M-23-UP,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1145,SK-M-24-KP,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1146,SK-M-26-NS,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1147,SK-M-27-DJ,NA,NA,NA,22,Schneider_Barner_2020,Hindi
1148,SK-M-28-VV,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1149,SK-M-30-NV,NA,NA,NA,24,Schneider_Barner_2020,Hindi
1150,SK-M-32-PS,NA,NA,NA,36,Schneider_Barner_2020,Hindi
1151,SK-M-38-AB,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1152,SK-M-39-SC,NA,NA,NA,7,Schneider_Barner_2020,Hindi
1153,SK-M-4-GJ,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1154,SK-M-40-SP,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1155,SK-M-41-PR,NA,NA,NA,12,Schneider_Barner_2020,Hindi
1156,SK-M-44-MV,NA,NA,NA,18,Schneider_Barner_2020,Hindi
1157,SK-M-45-HP,NA,NA,NA,19,Schneider_Barner_2020,Hindi
1158,SK-M-46-DP,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1159,SK-M-5-LS,NA,NA,NA,60,Schneider_Barner_2020,Hindi
1160,SK-M-7-PK,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1161,SR-1-BS,NA,NA,NA,4,Schneider_Barner_2020,Hindi
1162,SR-10B-NY,NA,NA,NA,6,Schneider_Barner_2020,Hindi
1163,SR-11-DL,NA,NA,NA,48,Schneider_Barner_2020,Hindi
1164,SR-14B-KS,NA,NA,NA,10,Schneider_Barner_2020,Hindi
1165,SR-15B-SB,NA,NA,NA,19,Schneider_Barner_2020,Hindi
1166,SR-16-KK,NA,NA,NA,16,Schneider_Barner_2020,Hindi
1167,SR-16B-BS,NA,NA,NA,23,Schneider_Barner_2020,Hindi
1168,SR-17B-SM,NA,NA,NA,34,Schneider_Barner_2020,Hindi
1169,SR-18B-RS,NA,NA,NA,47,Schneider_Barner_2020,Hindi
1170,SR-1B-SB,NA,NA,NA,24,Schneider_Barner_2020,Hindi
1171,SR-2-PS,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1172,SR-20B-AP,NA,NA,NA,58,Schneider_Barner_2020,Hindi
1173,SR-21B-JG,NA,NA,NA,6,Schneider_Barner_2020,Hindi
1174,SR-23-BS,NA,NA,NA,9,Schneider_Barner_2020,Hindi
1175,SR-24-VR,NA,NA,NA,25,Schneider_Barner_2020,Hindi
1176,SR-28-KS,NA,NA,NA,24,Schneider_Barner_2020,Hindi
1177,SR-29-TR,NA,NA,NA,35,Schneider_Barner_2020,Hindi
1178,SR-3-RS,NA,NA,NA,12,Schneider_Barner_2020,Hindi
1179,SR-30-RP,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1180,SR-32-UP,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1181,SR-33-AC,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1182,SR-34-VS,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1183,SR-35-KM,NA,NA,NA,48,Schneider_Barner_2020,Hindi
1184,SR-37-JP,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1185,SR-38-JY,NA,NA,NA,21,Schneider_Barner_2020,Hindi
1186,SR-39-AT,NA,NA,NA,13,Schneider_Barner_2020,Hindi
1187,SR-3B-SY,NA,NA,NA,30,Schneider_Barner_2020,Hindi
1188,SR-40-KS,NA,NA,NA,15,Schneider_Barner_2020,Hindi
1189,SR-41-K,NA,NA,NA,14,Schneider_Barner_2020,Hindi
1190,SR-43-GS,NA,NA,NA,6,Schneider_Barner_2020,Hindi
1191,SR-45-HB,NA,NA,NA,28,Schneider_Barner_2020,Hindi
1192,SR-46-MM,NA,NA,NA,17,Schneider_Barner_2020,Hindi
1193,SR-49-RS,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1194,SR-4B-GB,NA,NA,NA,60,Schneider_Barner_2020,Hindi
1195,SR-5-HS,NA,NA,NA,15,Schneider_Barner_2020,Hindi
1196,SR-50-MS,NA,NA,NA,1,Schneider_Barner_2020,Hindi
1197,SR-53-KG,NA,NA,NA,15,Schneider_Barner_2020,Hindi
1198,SR-55-IS,NA,NA,NA,3,Schneider_Barner_2020,Hindi
1199,SR-57-RN,NA,NA,NA,5,Schneider_Barner_2020,Hindi
1200,SR-59-GP,NA,NA,NA,36,Schneider_Barner_2020,Hindi
1201,SR-5B-RR,NA,NA,NA,10,Schneider_Barner_2020,Hindi
1202,SR-6-MS,NA,NA,NA,26,Schneider_Barner_2020,Hindi
1203,SR-6B-BY,NA,NA,NA,20,Schneider_Barner_2020,Hindi
1204,SR-7B-RS,NA,NA,NA,29,Schneider_Barner_2020,Hindi
1205,SR-8-MP,NA,NA,NA,19,Schneider_Barner_2020,Hindi
1206,SR-9-RK,NA,NA,NA,66,Schneider_Barner_2020,Hindi
1207,SW-AD-3,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1208,SW-AS-7,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1209,SW-AT-5,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1210,SW-DB-24,NA,NA,NA,20,Schneider_Barner_2020,English (India)
1211,SW-DB-31,NA,NA,NA,16,Schneider_Barner_2020,English (India)
1212,SW-DV-27,NA,NA,NA,15,Schneider_Barner_2020,English (India)
1213,SW-JM-4,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1214,SW-KD-16,NA,NA,NA,98,Schneider_Barner_2020,English (India)
1215,SW-KM-26,NA,NA,NA,24,Schneider_Barner_2020,English (India)
1216,SW-KP-18,NA,NA,NA,121,Schneider_Barner_2020,English (India)
1217,SW-MDH-8,NA,NA,NA,89,Schneider_Barner_2020,English (India)
1218,SW-PS-2,NA,NA,NA,110,Schneider_Barner_2020,English (India)
1219,SW-R-17,NA,NA,NA,29,Schneider_Barner_2020,English (India)
1220,SW-RG-19,NA,NA,NA,43,Schneider_Barner_2020,English (India)
1221,SW-SB-3B,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1222,SW-SM-13,NA,NA,NA,100,Schneider_Barner_2020,English (India)
1223,SW-SS-33,NA,NA,NA,1,Schneider_Barner_2020,English (India)
1224,SW-ST-20,NA,NA,NA,12,Schneider_Barner_2020,English (India)
1225,SW-YD-10,NA,NA,NA,140,Schneider_Barner_2020,English (India)
1226,SW-YT-1,NA,NA,NA,39,Schneider_Barner_2020,English (India)
1227,SW-ZK-6,NA,NA,NA,94,Schneider_Barner_2020,English (India)
